"","org_id.x","org_name.x","org_abbr.x","relation.x","org_id.y","org_name.y","org_abbr.y","relation.y","fr_id","fr_name","fr_abbr","fr_subjects"
"12",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","associated_with",2712,"TDWG Consortium","TDWC","associated_with",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"13",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","associated_with",2094,"Naturalis Biodiversity Center","Naturalis","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"15",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","maintains",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",4209,"Biological Collection Access Service","BioCASe","Bioinformatics| Biodiversity| Natural History"
"17",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","associated_with",1172,"Global Genome Biodiversity Network","GGBN","maintains",787,"Global Genome Biodiversity Network Data Standard","GGBN","Genomics| Biodiversity"
"18",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","maintains",2633,"State Museums of Natural History Karlsruhe","SMoNHK","maintains",3227,"Biodiversity Network of the Humboldt-Ring","BiNHum","Botany| Zoology| Paleontology| Biodiversity| Natural History"
"19",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","maintains",749,"Deutsche Forschungsgemeinschaft","DtsF","funds",3227,"Biodiversity Network of the Humboldt-Ring","BiNHum","Botany| Zoology| Paleontology| Biodiversity| Natural History"
"20",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","maintains",2632,"State Museum of Natural History Stuttgart","SMoNHS","maintains",3227,"Biodiversity Network of the Humboldt-Ring","BiNHum","Botany| Zoology| Paleontology| Biodiversity| Natural History"
"21",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","maintains",174,"Bavarian Natural History Collections, SNSB IT Center, Germany","BNHCSICG","maintains",3227,"Biodiversity Network of the Humboldt-Ring","BiNHum","Botany| Zoology| Paleontology| Biodiversity| Natural History"
"22",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","maintains",3279,"Zoological Research Museum Alexander Koenig","ZRMAK","maintains",3227,"Biodiversity Network of the Humboldt-Ring","BiNHum","Botany| Zoology| Paleontology| Biodiversity| Natural History"
"24",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","undefined",1064,"Friedrich Schiller University Jena","FSUJ","undefined",3329,"JACQ - Virtual herbaria","JACQ","Botany"
"25",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","undefined",2104,"Naturhistorisches Musuem Wien","NtMW","maintains",3329,"JACQ - Virtual herbaria","JACQ","Botany"
"27",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","undefined",152,"Austrian Academy of Sciences","AAoS","undefined",3329,"JACQ - Virtual herbaria","JACQ","Botany"
"28",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","undefined",3146,"Department of Microbiology and Ecosystem Science, University of Vienna","DoMaESUoV","maintains",3329,"JACQ - Virtual herbaria","JACQ","Botany"
"29",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",947,"European Organisation for Nuclear Research (CERN), Geneva, Switzerland","CERN","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"30",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",3378,"Plazi","Plazi","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"31",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",2305,"Pensoft Publishers","Pensoft","maintains",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"32",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",2094,"Naturalis Biodiversity Center","Naturalis","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"33",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",2614,"Species 2000 Secretariat, Naturalis Biodiversity Center","Sp2000","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"34",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",3132,"University of Tartu, Estonia","TU","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"35",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",1166,"Global Biodiversity Information Facility","GBIF","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"36",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",1717,"LifeWatch ERIC","LWER","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"37",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"38",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",3379,"Meise Botanic Garden","MBG","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"40",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",2682,"Swiss Institute of Bioinformatics","SIB","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"41",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",908,"European Bioinformatics Institute, Wellcome Genome Campus","EMBL-EBI","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"42",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",3385,"Stichting TDWG Europe","TDWG","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"23",3379,"Meise Botanic Garden","MBG","collaborates_on",3577,"National Museum, Prague","NM,P","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"39",3379,"Meise Botanic Garden","MBG","collaborates_on",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"43",3379,"Meise Botanic Garden","MBG","collaborates_on",1919,"Museum fur Naturkunde, Berlin, Germany","MfNBG","maintains",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"51",3379,"Meise Botanic Garden","MBG","collaborates_on",2632,"State Museum of Natural History Stuttgart","SMoNHS","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"61",3379,"Meise Botanic Garden","MBG","collaborates_on",1013,"Finnish Museum of Natural History","FMoNH","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"71",3379,"Meise Botanic Garden","MBG","collaborates_on",3575,"Tallinn University of Technology","TUoT","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"81",3379,"Meise Botanic Garden","MBG","collaborates_on",3579,"Royal Museum for Central Africa","RMfCA","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"91",3379,"Meise Botanic Garden","MBG","collaborates_on",3578,"Natural History Museum Vienna ","NHMV","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"101",3379,"Meise Botanic Garden","MBG","collaborates_on",3576,"National Museums Scotland","NtMS","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"11",3379,"Meise Botanic Garden","MBG","collaborates_on",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","associated_with",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"121",3379,"Meise Botanic Garden","MBG","collaborates_on",2712,"TDWG Consortium","TDWC","associated_with",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"131",3379,"Meise Botanic Garden","MBG","collaborates_on",2094,"Naturalis Biodiversity Center","Naturalis","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"16",3379,"Meise Botanic Garden","MBG","collaborates_on",947,"European Organisation for Nuclear Research (CERN), Geneva, Switzerland","CERN","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"26",3379,"Meise Botanic Garden","MBG","collaborates_on",3378,"Plazi","Plazi","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"310",3379,"Meise Botanic Garden","MBG","collaborates_on",2305,"Pensoft Publishers","Pensoft","maintains",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"44",3379,"Meise Botanic Garden","MBG","collaborates_on",2094,"Naturalis Biodiversity Center","Naturalis","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"52",3379,"Meise Botanic Garden","MBG","collaborates_on",2614,"Species 2000 Secretariat, Naturalis Biodiversity Center","Sp2000","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"62",3379,"Meise Botanic Garden","MBG","collaborates_on",3132,"University of Tartu, Estonia","TU","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"72",3379,"Meise Botanic Garden","MBG","collaborates_on",1166,"Global Biodiversity Information Facility","GBIF","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"82",3379,"Meise Botanic Garden","MBG","collaborates_on",1717,"LifeWatch ERIC","LWER","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"92",3379,"Meise Botanic Garden","MBG","collaborates_on",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"111",3379,"Meise Botanic Garden","MBG","collaborates_on",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"122",3379,"Meise Botanic Garden","MBG","collaborates_on",2682,"Swiss Institute of Bioinformatics","SIB","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"132",3379,"Meise Botanic Garden","MBG","collaborates_on",908,"European Bioinformatics Institute, Wellcome Genome Campus","EMBL-EBI","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"141",3379,"Meise Botanic Garden","MBG","collaborates_on",3385,"Stichting TDWG Europe","TDWG","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"110",3379,"Meise Botanic Garden","MBG","maintains",3467,"Vlaanderen is innovatie","Vlii","funds",3985,"Botanical Collections","BtnC","Botany| Taxonomy| Biodiversity"
"112",3577,"National Museum, Prague","NM,P","collaborates_on",3379,"Meise Botanic Garden","MBG","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"311",3577,"National Museum, Prague","NM,P","collaborates_on",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"45",3577,"National Museum, Prague","NM,P","collaborates_on",1919,"Museum fur Naturkunde, Berlin, Germany","MfNBG","maintains",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"53",3577,"National Museum, Prague","NM,P","collaborates_on",2632,"State Museum of Natural History Stuttgart","SMoNHS","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"63",3577,"National Museum, Prague","NM,P","collaborates_on",1013,"Finnish Museum of Natural History","FMoNH","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"73",3577,"National Museum, Prague","NM,P","collaborates_on",3575,"Tallinn University of Technology","TUoT","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"83",3577,"National Museum, Prague","NM,P","collaborates_on",3579,"Royal Museum for Central Africa","RMfCA","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"93",3577,"National Museum, Prague","NM,P","collaborates_on",3578,"Natural History Museum Vienna ","NHMV","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"103",3577,"National Museum, Prague","NM,P","collaborates_on",3576,"National Museums Scotland","NtMS","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"113",3577,"National Museum, Prague","NM,P","collaborates_on",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","associated_with",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"123",3577,"National Museum, Prague","NM,P","collaborates_on",2712,"TDWG Consortium","TDWC","associated_with",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"133",3577,"National Museum, Prague","NM,P","collaborates_on",2094,"Naturalis Biodiversity Center","Naturalis","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"114",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",3379,"Meise Botanic Garden","MBG","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"212",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",3577,"National Museum, Prague","NM,P","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"46",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",1919,"Museum fur Naturkunde, Berlin, Germany","MfNBG","maintains",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"54",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",2632,"State Museum of Natural History Stuttgart","SMoNHS","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"64",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",1013,"Finnish Museum of Natural History","FMoNH","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"74",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",3575,"Tallinn University of Technology","TUoT","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"84",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",3579,"Royal Museum for Central Africa","RMfCA","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"94",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",3578,"Natural History Museum Vienna ","NHMV","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"104",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",3576,"National Museums Scotland","NtMS","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"115",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","associated_with",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"124",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",2712,"TDWG Consortium","TDWC","associated_with",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"134",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",2094,"Naturalis Biodiversity Center","Naturalis","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
"116",3380,"Consortium of European Taxonomic Facilities","CETAF","associated_with",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","maintains",4209,"Biological Collection Access Service","BioCASe","Bioinformatics| Biodiversity| Natural History"
"119",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",947,"European Organisation for Nuclear Research (CERN), Geneva, Switzerland","CERN","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"214",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",3378,"Plazi","Plazi","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"313",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",2305,"Pensoft Publishers","Pensoft","maintains",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"47",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",2094,"Naturalis Biodiversity Center","Naturalis","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"55",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",2614,"Species 2000 Secretariat, Naturalis Biodiversity Center","Sp2000","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"65",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",3132,"University of Tartu, Estonia","TU","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"75",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",1166,"Global Biodiversity Information Facility","GBIF","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"85",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",1717,"LifeWatch ERIC","LWER","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"105",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",3379,"Meise Botanic Garden","MBG","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"1110",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",302,"Botanic Garden and Botanical Museum Berlin-Dahlem","BGBM","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"125",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",2682,"Swiss Institute of Bioinformatics","SIB","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"135",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",908,"European Bioinformatics Institute, Wellcome Genome Campus","EMBL-EBI","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"142",3380,"Consortium of European Taxonomic Facilities","CETAF","collaborates_on",3385,"Stichting TDWG Europe","TDWG","collaborates_on",3776,"Biodiversity Community Integrated Knowledge Library","BiCIKL","Knowledge and Information Systems| Metagenomics| Genomics| Bioinformatics| Taxonomy| Biodiversity| Natural Science| Phylogenomics| Life Science| Natural History"
"120",1919,"Museum fur Naturkunde, Berlin, Germany","MfNBG","maintains",3379,"Meise Botanic Garden","MBG","collaborates_on",2681,"Geosciences Collection Access Service","GeoCASe Data Portal","Soil Science| Geology| Paleontology| Mineralogy"
